permno,date,ticker,Return B1S30,B7S30,B14S30,B28S30,B1S60,B7S60,B14S60,B28S60,IYW B1S30,B7S30.1,B14S30.1,B28S30.1,B1S60.1,B7S60.1,B14S60.1,B28S60.1,Return B1S60,IYW B1S60,Return B7S30,IYW B7S30,Return B7S60,IYW B7S60,Return B14S30,IYW B14S30,Return B14S60,IYW B14S60,Return B28S30,IYW B28S30,Return B28S60,IYW B28S60
10104,2011-08-12,ORCL,-0.03219921035211722,,,,,,,,-0.03770567736202521,,,,,,,,0.12126800286131391,0.026705835910284265,0.17110552579789318,0.12491086488306002,0.2628103966455067,0.15916262019126937,0.11482187070445554,0.032854107081206015,0.2358617623450832,0.10984246226752117,0.19353560068947864,0.07320093010212933,0.2667582511012506,0.13299273661069821
10104,2011-08-15,ORCL,0.021037053166762038,,,,,,,,0.0035854354609159435,,,,,,,,0.15755099009316043,0.07776164903178155,0.1312848617341561,0.11379343125999045,0.26069631729350007,0.13363390383377413,0.07954158629297628,0.01609136030136276,0.20843098578656055,0.09907409000803256,0.15857314320777469,0.06693535621797674,0.18853935227108046,0.09243059465589482
10104,2011-08-16,ORCL,0.053877471983579034,,,,,,,,0.028613437232707074,,,,,,,,0.13915007355109926,0.06823654966627317,0.1274806465407565,0.055830605850932816,0.2284048788524297,0.10190832773408223,0.0566917969700365,-0.0025585883566399768,0.21124324618574494,0.0998477490709702,0.12453800918252525,0.05827503064166269,0.17008330084039538,0.09831622897355533
10104,2011-08-17,ORCL,0.16038080247118855,,,,,,,,0.09418942146583321,,,,,,,,0.2422562897439024,0.12679064995464584,0.0622186874885312,0.01593508450591577,0.23447186334151296,0.11868521892824817,0.05628802766217882,-0.006964143984377617,0.16977212955239787,0.07972053729348415,0.10842846556372382,0.052601998039007176,0.14971860202427995,0.07488701671864305
10104,2011-08-18,ORCL,0.17110552579789318,,,,,,,,0.12491086488306002,,,,,,,,0.2628103966455067,0.15916262019126937,0.11583024764423754,0.043267425764842916,0.27164913929376316,0.13660424556161624,0.032327709237002976,-0.022767604574116713,0.17943649712468085,0.09290099249332177,0.10237244988382778,0.05725793059323009,0.1179471705974942,0.05821860564838913
10104,2011-08-19,ORCL,0.15802073374827572,,,,,,,,0.11911905361605477,,,,,,,,0.2746905017118416,0.16368640541449078,0.11482187070445554,0.032854107081206015,0.2358617623450832,0.10984246226752117,0.03596602465359196,-0.023205704578657973,0.21748295719554306,0.12006187843272989,0.0705591535971199,0.029794867185919515,0.1072383736944119,0.04932706836896507
10104,2011-08-22,ORCL,0.1274806465407565,,,,,,,,0.055830605850932816,,,,,,,,0.2284048788524297,0.10190832773408223,0.07954158629297628,0.01609136030136276,0.20843098578656055,0.09907409000803256,0.08305023004164616,0.004411544934076502,0.2524043979033125,0.1336008619452348,0.10074929106487564,0.03982360201484525,0.06414982870575059,0.02552259021352795
10104,2011-08-23,ORCL,0.0622186874885312,,,,,,,,0.01593508450591577,,,,,,,,0.23447186334151296,0.11868521892824817,0.0566917969700365,-0.0025585883566399768,0.21124324618574494,0.0998477490709702,0.11400520877848444,0.02909216704886586,0.2312219617940341,0.12900545152506968,0.11297955404751557,0.023720905928344794,0.081523295483226,0.02180510427392173
10104,2011-08-24,ORCL,0.11583024764423754,,,,,,,,0.043267425764842916,,,,,,,,0.27164913929376316,0.13660424556161624,0.05628802766217882,-0.006964143984377617,0.16977212955239787,0.07972053729348415,0.08830961264984842,0.018915424816304184,0.19202696004081465,0.10488799522059755,0.0695004441906962,0.03262640399284716,0.014549667514717214,0.015294560377529522
10104,2011-08-25,ORCL,0.11482187070445554,,,,,,,,0.032854107081206015,,,,,,,,0.2358617623450832,0.10984246226752117,0.032327709237002976,-0.022767604574116713,0.17943649712468085,0.09290099249332177,0.1216242953548019,0.01765426674921668,0.23262409297014636,0.1092910576858061,0.1356464240236027,0.07690263100050353,0.05750885786518409,0.047652561167675744
10104,2011-08-26,ORCL,0.0644931803286725,,,,,,,,0.0034883649926696595,,,,,,,,0.1621183988351988,0.06224759453252634,0.03596602465359196,-0.023205704578657973,0.21748295719554306,0.12006187843272989,0.19353560068947864,0.07320093010212933,0.2667582511012506,0.13299273661069821,0.13964390370174448,0.08946586224365817,0.03701712284786861,0.03654691697127923
10104,2011-08-29,ORCL,0.0566917969700365,,,,,,,,-0.0025585883566399768,,,,,,,,0.21124324618574494,0.0998477490709702,0.08305023004164616,0.004411544934076502,0.2524043979033125,0.1336008619452348,0.15857314320777469,0.06693535621797674,0.18853935227108046,0.09243059465589482,0.09171051568069563,0.05855496843781134,-0.030714777566765057,-0.011091159433999317
10104,2011-08-30,ORCL,0.05628802766217882,,,,,,,,-0.006964143984377617,,,,,,,,0.16977212955239787,0.07972053729348415,0.11400520877848444,0.02909216704886586,0.2312219617940341,0.12900545152506968,0.12453800918252525,0.05827503064166269,0.17008330084039538,0.09831622897355533,0.07749011974618943,0.05009665214665012,-0.044226251054750976,-0.023356998870604676
10104,2011-08-31,ORCL,0.032327709237002976,,,,,,,,-0.022767604574116713,,,,,,,,0.17943649712468085,0.09290099249332177,0.08830961264984842,0.018915424816304184,0.19202696004081465,0.10488799522059755,0.10842846556372382,0.052601998039007176,0.14971860202427995,0.07488701671864305,0.14523936300288212,0.09955774374684007,0.016289409852989663,0.027182303474273545
10104,2011-09-01,ORCL,0.03596602465359196,,,,,,,,-0.023205704578657973,,,,,,,,0.21748295719554306,0.12006187843272989,0.1216242953548019,0.01765426674921668,0.23262409297014636,0.1092910576858061,0.10237244988382778,0.05725793059323009,0.1179471705974942,0.05821860564838913,0.13852753923455585,0.10701948588367459,0.009433951158643178,0.031234939509228458
10104,2011-09-02,ORCL,0.054737412052782076,,,,,,,,-0.018226279674558088,,,,,,,,0.19869226263002293,0.09309099458166886,0.19353560068947864,0.07320093010212933,0.2667582511012506,0.13299273661069821,0.0705591535971199,0.029794867185919515,0.1072383736944119,0.04932706836896507,0.14250202389356234,0.11836344927659656,0.041396163107482814,0.060703866175704606
10104,2011-09-06,ORCL,0.08830961264984842,,,,,,,,0.018915424816304184,,,,,,,,0.19202696004081465,0.10488799522059755,0.12453800918252525,0.05827503064166269,0.17008330084039538,0.09831622897355533,0.11297955404751557,0.023720905928344794,0.081523295483226,0.02180510427392173,0.12737983149153503,0.10066058906716041,0.08966093030434544,0.10167768127403713
10104,2011-09-07,ORCL,0.1216242953548019,,,,,,,,0.01765426674921668,,,,,,,,0.23262409297014636,0.1092910576858061,0.10842846556372382,0.052601998039007176,0.14971860202427995,0.07488701671864305,0.0695004441906962,0.03262640399284716,0.014549667514717214,0.015294560377529522,0.12423567505270812,0.10155426136034945,0.08315062182889814,0.09063800411117924
10104,2011-09-08,ORCL,0.19353560068947864,,,,,,,,0.07320093010212933,,,,,,,,0.2667582511012506,0.13299273661069821,0.10237244988382778,0.05725793059323009,0.1179471705974942,0.05821860564838913,0.1356464240236027,0.07690263100050353,0.05750885786518409,0.047652561167675744,0.08463828456579237,0.07836129869481807,0.06297891728932088,0.07202065617913343
10104,2011-09-09,ORCL,0.16007149280505137,,,,,,,,0.0597233613566324,,,,,,,,0.25895986963097195,0.13184757653904744,0.0705591535971199,0.029794867185919515,0.1072383736944119,0.04932706836896507,0.13964390370174448,0.08946586224365817,0.03701712284786861,0.03654691697127923,0.09896343907228938,0.09004707583972792,0.06653296278657292,0.07762656732975799
10104,2011-09-12,ORCL,0.12453800918252525,,,,,,,,0.05827503064166269,,,,,,,,0.17008330084039538,0.09831622897355533,0.10074929106487564,0.03982360201484525,0.06414982870575059,0.02552259021352795,0.09171051568069563,0.05855496843781134,-0.030714777566765057,-0.011091159433999317,0.08524334701718134,0.06805947458786163,-0.007426949929593681,0.025007681493442027
10104,2011-09-13,ORCL,0.10842846556372382,,,,,,,,0.052601998039007176,,,,,,,,0.14971860202427995,0.07488701671864305,0.11297955404751557,0.023720905928344794,0.081523295483226,0.02180510427392173,0.07749011974618943,0.05009665214665012,-0.044226251054750976,-0.023356998870604676,0.021338566383981423,0.02232379875343589,0.024571632448718125,0.035843683489110524
10104,2011-09-14,ORCL,0.10237244988382778,,,,,,,,0.05725793059323009,,,,,,,,0.1179471705974942,0.05821860564838913,0.0695004441906962,0.03262640399284716,0.014549667514717214,0.015294560377529522,0.14523936300288212,0.09955774374684007,0.016289409852989663,0.027182303474273545,0.019929164800189185,0.018292691414367415,,
10104,2011-09-15,ORCL,0.0705591535971199,,,,,,,,0.029794867185919515,,,,,,,,0.1072383736944119,0.04932706836896507,0.1356464240236027,0.07690263100050353,0.05750885786518409,0.047652561167675744,0.13852753923455585,0.10701948588367459,0.009433951158643178,0.031234939509228458,0.039499117146728,0.02580749351889038,,
10104,2011-09-16,ORCL,0.07830624040914974,,,,,,,,0.030448417183498337,,,,,,,,0.13803944698970982,0.0646116497202285,0.13964390370174448,0.08946586224365817,0.03701712284786861,0.03654691697127923,0.14250202389356234,0.11836344927659656,0.041396163107482814,0.060703866175704606,0.014128365340867996,0.0009086477645242208,,
10104,2011-09-19,ORCL,0.11297955404751557,,,,,,,,0.023720905928344794,,,,,,,,0.081523295483226,0.02180510427392173,0.09171051568069563,0.05855496843781134,-0.030714777566765057,-0.011091159433999317,0.13648406601702767,0.11338383983157249,0.13576684086221258,0.1284673604805394,0.055395400992852534,0.03315375322726756,,
10104,2011-09-20,ORCL,0.0695004441906962,,,,,,,,0.03262640399284716,,,,,,,,0.014549667514717214,0.015294560377529522,0.07749011974618943,0.05009665214665012,-0.044226251054750976,-0.023356998870604676,0.12737983149153503,0.10066058906716041,0.08966093030434544,0.10167768127403713,0.003450534268637012,0.008557390685796248,,
10104,2011-09-21,ORCL,0.1356464240236027,,,,,,,,0.07690263100050353,,,,,,,,0.05750885786518409,0.047652561167675744,0.14523936300288212,0.09955774374684007,0.016289409852989663,0.027182303474273545,0.12423567505270812,0.10155426136034945,0.08315062182889814,0.09063800411117924,-0.02127664281651415,0.006549869271054554,,
10104,2011-09-22,ORCL,0.13964390370174448,,,,,,,,0.08946586224365817,,,,,,,,0.03701712284786861,0.03654691697127923,0.13852753923455585,0.10701948588367459,0.009433951158643178,0.031234939509228458,0.08463828456579237,0.07836129869481807,0.06297891728932088,0.07202065617913343,-0.029495910307980096,0.003921821074170519,,
10104,2011-09-23,ORCL,0.10857330199679575,,,,,,,,0.07453942881040615,,,,,,,,0.005372000248119213,0.02104060627282941,0.14250202389356234,0.11836344927659656,0.041396163107482814,0.060703866175704606,0.09896343907228938,0.09004707583972792,0.06653296278657292,0.07762656732975799,-0.06880448395335645,-0.0271612948012327,,
10104,2011-09-26,ORCL,0.07749011974618943,,,,,,,,0.05009665214665012,,,,,,,,-0.044226251054750976,-0.023356998870604676,0.13648406601702767,0.11338383983157249,0.13576684086221258,0.1284673604805394,0.08524334701718134,0.06805947458786163,-0.007426949929593681,0.025007681493442027,-0.0930938004395264,-0.04978767749528172,,
10104,2011-09-27,ORCL,0.14523936300288212,,,,,,,,0.09955774374684007,,,,,,,,0.016289409852989663,0.027182303474273545,0.12737983149153503,0.10066058906716041,0.08966093030434544,0.10167768127403713,0.021338566383981423,0.02232379875343589,0.024571632448718125,0.035843683489110524,-0.1041086744901238,-0.058705716407984186,,
10104,2011-09-28,ORCL,0.13852753923455585,,,,,,,,0.10701948588367459,,,,,,,,0.009433951158643178,0.031234939509228458,0.12423567505270812,0.10155426136034945,0.08315062182889814,0.09063800411117924,0.019929164800189185,0.018292691414367415,,,-0.11296286487491093,-0.06994941929116512,,
10104,2011-09-29,ORCL,0.14250202389356234,,,,,,,,0.11836344927659656,,,,,,,,0.041396163107482814,0.060703866175704606,0.08463828456579237,0.07836129869481807,0.06297891728932088,0.07202065617913343,0.039499117146728,0.02580749351889038,,,-0.14616761634761613,-0.09709588774027052,,
10104,2011-09-30,ORCL,0.175215140479773,,,,,,,,0.1466711913480096,,,,,,,,0.06655186511436668,0.07957691436430506,0.09896343907228938,0.09004707583972792,0.06653296278657292,0.07762656732975799,0.014128365340867996,0.0009086477645242208,,,-0.11338644312697403,-0.06845818645545464,,
10104,2011-10-03,ORCL,0.12737983149153503,,,,,,,,0.10066058906716041,,,,,,,,0.08966093030434544,0.10167768127403713,0.08524334701718134,0.06805947458786163,-0.007426949929593681,0.025007681493442027,0.055395400992852534,0.03315375322726756,,,-0.0924624535734328,-0.0585122199719952,,
10104,2011-10-04,ORCL,0.12423567505270812,,,,,,,,0.10155426136034945,,,,,,,,0.08315062182889814,0.09063800411117924,0.021338566383981423,0.02232379875343589,0.024571632448718125,0.035843683489110524,0.003450534268637012,0.008557390685796248,,,-0.010728991007316026,0.00872009045677821,,
10104,2011-10-05,ORCL,0.08463828456579237,,,,,,,,0.07836129869481807,,,,,,,,0.06297891728932088,0.07202065617913343,0.019929164800189185,0.018292691414367415,,,-0.02127664281651415,0.006549869271054554,,,-0.018896836700140134,0.0021559123656120327,,
10104,2011-10-06,ORCL,0.09896343907228938,,,,,,,,0.09004707583972792,,,,,,,,0.06653296278657292,0.07762656732975799,0.039499117146728,0.02580749351889038,,,-0.029495910307980096,0.003921821074170519,,,-0.05768654021875655,-0.02387355284023723,,
10104,2011-10-07,ORCL,0.06134936433355896,,,,,,,,0.05571352468253909,,,,,,,,0.024539745733423584,0.04241821667092428,0.014128365340867996,0.0009086477645242208,,,-0.06880448395335645,-0.0271612948012327,,,-0.01996920778537912,-0.005879886938968378,,
10104,2011-10-09,ORCL,0.08524334701718134,,,,,,,,0.06805947458786163,,,,,,,,-0.007426949929593681,0.025007681493442027,0.03426174067453295,0.01896707956645816,,,-0.09005162096732829,-0.04857329367199912,,,-0.02951005932744519,-0.011394469821775057,,
10104,2011-10-10,ORCL,0.021338566383981423,,,,,,,,0.02232379875343589,,,,,,,,0.024571632448718125,0.035843683489110524,0.055395400992852534,0.03315375322726756,,,-0.0930938004395264,-0.04978767749528172,,,-0.03468190572973945,-0.012593670253123645,,
10104,2011-10-11,ORCL,0.019929164800189185,,,,,,,,0.018292691414367415,,,,,,,,,,0.003450534268637012,0.008557390685796248,,,-0.1041086744901238,-0.058705716407984186,,,-0.06158849110549452,-0.023859439085489317,,
10104,2011-10-12,ORCL,0.039499117146728,,,,,,,,0.02580749351889038,,,,,,,,,,-0.02127664281651415,0.006549869271054554,,,-0.11296286487491093,-0.06994941929116512,,,-0.026907678615155337,-0.0041520115527205,,
10104,2011-10-13,ORCL,0.014128365340867996,,,,,,,,0.0009086477645242208,,,,,,,,,,-0.029495910307980096,0.003921821074170519,,,-0.14616761634761613,-0.09709588774027052,,,-0.0012605183165248367,0.011669075212705719,,
10104,2011-10-14,ORCL,0.03426174067453295,,,,,,,,0.01896707956645816,,,,,,,,,,-0.06880448395335645,-0.0271612948012327,,,-0.11338644312697403,-0.06845818645545464,,,,,,
10104,2011-10-17,ORCL,0.003450534268637012,,,,,,,,0.008557390685796248,,,,,,,,,,-0.0930938004395264,-0.04978767749528172,,,-0.0924624535734328,-0.0585122199719952,,,,,,
10104,2011-10-18,ORCL,-0.02127664281651415,,,,,,,,0.006549869271054554,,,,,,,,,,-0.1041086744901238,-0.058705716407984186,,,-0.010728991007316026,0.00872009045677821,,,,,,
