permno,date,ticker,Return B1S30,B7S30,B14S30,B28S30,B1S60,B7S60,B14S60,B28S60,IYW B1S30,B7S30.1,B14S30.1,B28S30.1,B1S60.1,B7S60.1,B14S60.1,B28S60.1
10104,2019-09-16,ORCL,,,,,,,,,,,,,,,,
10104,2019-09-17,ORCL,,,,,,,,,,,,,,,,
10104,2019-09-18,ORCL,,,,,,,,,,,,,,,,
10104,2019-09-19,ORCL,,,,,,,,,,,,,,,,
10104,2019-09-20,ORCL,,,,,,,,,,,,,,,,
10104,2019-09-23,ORCL,,,,,,,,,,,,,,,,
10104,2019-09-24,ORCL,,,,,,,,,,,,,,,,
10104,2019-09-25,ORCL,,,,,,,,,,,,,,,,
10104,2019-09-26,ORCL,,,,,,,,,,,,,,,,
10104,2019-09-27,ORCL,,,,,,,,,,,,,,,,
10104,2019-09-30,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-01,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-02,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-03,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-04,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-07,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-08,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-09,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-10,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-11,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-14,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-15,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-16,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-17,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-18,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-21,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-22,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-23,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-24,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-25,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-28,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-29,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-30,ORCL,,,,,,,,,,,,,,,,
10104,2019-10-31,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-01,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-04,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-05,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-06,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-07,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-08,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-11,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-12,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-13,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-14,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-15,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-18,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-19,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-20,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-21,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-22,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-25,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-26,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-27,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-28,ORCL,,,,,,,,,,,,,,,,
10104,2019-11-29,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-02,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-03,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-04,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-05,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-06,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-09,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-10,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-11,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-12,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-13,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-15,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-16,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-17,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-18,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-19,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-20,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-21,ORCL,,,,,,,,,,,,,,,,
10104,2019-12-23,ORCL,,,,,,,,,,,,,,,,
