permno,date,ticker,Return B1S30,B7S30,B14S30,B28S30,B1S60,B7S60,B14S60,B28S60,IYW B1S30,B7S30.1,B14S30.1,B28S30.1,B1S60.1,B7S60.1,B14S60.1,B28S60.1
10104,2015-01-26,ORCL,,,,,,,,,,,,,,,,
10104,2015-01-27,ORCL,,,,,,,,,,,,,,,,
10104,2015-01-28,ORCL,,,,,,,,,,,,,,,,
10104,2015-01-29,ORCL,,,,,,,,,,,,,,,,
10104,2015-01-30,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-02,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-03,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-04,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-05,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-06,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-09,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-10,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-11,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-12,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-13,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-16,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-17,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-18,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-19,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-20,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-23,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-24,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-25,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-26,ORCL,,,,,,,,,,,,,,,,
10104,2015-02-27,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-02,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-03,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-04,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-05,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-06,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-09,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-10,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-11,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-12,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-13,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-15,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-16,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-17,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-18,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-19,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-20,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-23,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-24,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-25,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-26,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-27,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-30,ORCL,,,,,,,,,,,,,,,,
10104,2015-03-31,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-01,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-02,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-03,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-06,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-07,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-08,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-09,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-10,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-13,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-14,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-15,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-16,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-17,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-20,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-21,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-22,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-23,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-24,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-25,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-27,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-28,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-29,ORCL,,,,,,,,,,,,,,,,
10104,2015-04-30,ORCL,,,,,,,,,,,,,,,,
10104,2015-05-01,ORCL,,,,,,,,,,,,,,,,
10104,2015-05-04,ORCL,,,,,,,,,,,,,,,,
10104,2015-05-05,ORCL,,,,,,,,,,,,,,,,
10104,2015-05-06,ORCL,,,,,,,,,,,,,,,,
10104,2015-05-07,ORCL,,,,,,,,,,,,,,,,
10104,2015-05-08,ORCL,,,,,,,,,,,,,,,,
